,Tweet,sentimen,clean_link,hapus_punc,substitute_slang,stemming,eliminate_stop_with_stemming,eliminate_stop_without_stemming
269,#debat2pilkadadki gw bisa bayangin demo sepanjang tahun dgn kerugian materil-non materil jika no.2 msh nongol di dki. negara tdk kondusif,0,#debat2pilkadadki gw bisa bayangin demo sepanjang tahun dgn kerugian materil-non materil jika no.2 msh nongol di dki. negara tdk kondusif,debatpilkadadki gw bisa bayangin demo sepanjang tahun dgn kerugian materilnon materil jika no msh nongol di dki negara tdk kondusif,debatpilkadadki saya bisa bayangkan demo sepanjang tahun dengan kerugian materilnon materil jika no masih nongol di dki negara tidak kondusif,debatpilkadadki saya bisa bayang demo panjang tahun dengan rugi materilnon materil jika no masih nongol di dki negara tidak kondusif,debatpilkadadki bayang demo rugi materilnon materil no nongol dki negara kondusif,debatpilkadadki bayangkan demo kerugian materilnon materil no nongol dki negara kondusif
270,"rt @nci4ri: pasca #debat2pilkadadki kena batunya, @agusyudhoyono dibentak kapolres jakarta selatan, karena bikin macet jalan.\nhttps:\/\/t.co\/\u2026",0," pasca #debat2pilkadadki kena batunya,  dibentak kapolres jakarta selatan, karena bikin macet jalan.\n", pasca debatpilkadadki kena batunya  dibentak kapolres jakarta selatan karena bikin macet jalann,pasca debatpilkadadki kena batunya dibentak kapolres jakarta selatan karena bikin macet jalann,pasca debatpilkadadki kena batu bentak kapolres jakarta selatan karena bikin macet jalann,pasca debatpilkadadki kena batu bentak kapolres jakarta selatan bikin macet jalann,pasca debatpilkadadki kena batunya dibentak kapolres jakarta selatan bikin macet jalann
271,rt @rey231213: #debat2pilkadadki yang lain akan menanggulangi banjir   no 2 sudah menghilangkan.banjir,1, #debat2pilkadadki yang lain akan menanggulangi banjir   no 2 sudah menghilangkan.banjir, debatpilkadadki yang lain akan menanggulangi banjir   no  sudah menghilangkanbanjir,debatpilkadadki yang lain akan menanggulangi banjir no sudah menghilangkanbanjir,debatpilkadadki yang lain akan tanggulang banjir no sudah menghilangkanbanjir,debatpilkadadki tanggulang banjir no menghilangkanbanjir,debatpilkadadki menanggulangi banjir no menghilangkanbanjir
272,#debat2pilkadadki    akhirnya kita tahu maksud pak jokowi https:\/\/t.co\/enekh8hwhy,1,#debat2pilkadadki    akhirnya kita tahu maksud pak jokowi ,debatpilkadadki    akhirnya kita tahu maksud pak jokowi ,debatpilkadadki akhirnya kita tahu maksud pak jokowi,debatpilkadadki akhir kita tahu maksud pak jokowi,debatpilkadadki maksud jokowi,debatpilkadadki maksud jokowi
273,"rt @na_dirs: bentar lagi bakal muncul jadi trending topic: \""jadi, pertanyaannya apa?\"" \ud83d\ude04 #debat2pilkadadki",1," bentar lagi bakal muncul jadi trending topic: \""jadi, pertanyaannya apa?\"" \ud83d\ude04 #debat2pilkadadki", bentar lagi bakal muncul jadi trending topic jadi pertanyaannya apa uddude debatpilkadadki,bentar lagi bakal muncul jadi trending topic jadi pertanyaannya apa uddude debatpilkadadki,bentar lagi bakal muncul jadi trending topic jadi tanya apa uddude debatpilkadadki,bentar muncul trending topic uddude debatpilkadadki,bentar muncul trending topic pertanyaannya uddude debatpilkadadki
274,rt @teddygusnaidi: 27. kalau gunakan fantasi agus maka agus bisa menuding bahwa sby tidak beres memimpin. 10 tahun masih banyak yang miskin\u2026,0, 27. kalau gunakan fantasi agus maka agus bisa menuding bahwa sby tidak beres memimpin. 10 tahun masih banyak yang miskin\u2026,  kalau gunakan fantasi agus maka agus bisa menuding bahwa sby tidak beres memimpin  tahun masih banyak yang miskinu,kalau gunakan fantasi agus maka agus bisa menuding bahwa surabaya tidak beres memimpin tahun masih banyak yang miskinu,kalau guna fantasi agus maka agus bisa tuding bahwa surabaya tidak beres pimpin tahun masih banyak yang miskinu,fantasi agus agus tuding surabaya beres pimpin miskinu,fantasi agus agus menuding surabaya beres memimpin miskinu
275,rt @teddygusnaidi: terbukti ucapan ahok bhw kementerian @aniesbaswedan dapat raport paling buruk. di peringkat 22. #debat2pilkadadki \nhttps\u2026,0, terbukti ucapan ahok bhw kementerian  dapat raport paling buruk. di peringkat 22. #debat2pilkadadki \n, terbukti ucapan ahok bhw kementerian  dapat raport paling buruk di peringkat  debatpilkadadki n,terbukti ucapan ahok bahwa kementerian dapat raport paling buruk di peringkat debatpilkadadki n,bukti ucap ahok bahwa menteri dapat raport paling buruk di peringkat debatpilkadadki n,bukti ahok menteri raport buruk peringkat debatpilkadadki n,terbukti ucapan ahok kementerian raport buruk peringkat debatpilkadadki n
276,"rt @teddygusnaidi: lah.. lu monolog sejam yg dihadiri orang2 lu sendiri, dipuja2, knp gak dijelaskan? ngeles aja emg gak bisa\u2026 ",0," lah.. lu monolog sejam yg dihadiri orang2 lu sendiri, dipuja2, knp gak dijelaskan? ngeles aja emg gak bisa\u2026 ", lah lu monolog sejam yg dihadiri orang lu sendiri dipuja knp gak dijelaskan ngeles aja emg gak bisau ,lah kamu monolog sejam yang dihadiri orang kamu sendiri dipuja kenapa tidak dijelaskan ngeles saja memang tidak bisau,lah kamu monolog jam yang hadir orang kamu sendiri puja kenapa tidak jelas ngeles saja memang tidak bisau,monolog jam hadir orang puja ngeles bisau,monolog sejam dihadiri orang dipuja ngeles bisau
277,"rt @teddygusnaidi: 28. kalau gunakan fantasi anies, maka anies bisa menuding bhw ali sadikin bapaknya boy sadikin gak beres memimpin jakart\u2026",0," 28. kalau gunakan fantasi anies, maka anies bisa menuding bhw ali sadikin bapaknya boy sadikin gak beres memimpin jakart\u2026",  kalau gunakan fantasi anies maka anies bisa menuding bhw ali sadikin bapaknya boy sadikin gak beres memimpin jakartu,kalau gunakan fantasi anies maka anies bisa menuding bahwa ali sadikin bapaknya boy sadikin tidak beres memimpin jakartu,kalau guna fantasi anies maka anies bisa tuding bahwa ali sadikin bapak boy sadikin tidak beres pimpin jakartu,fantasi anies anies tuding ali sadikin boy sadikin beres pimpin jakartu,fantasi anies anies menuding ali sadikin bapaknya boy sadikin beres memimpin jakartu
278,"pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!... https:\/\/t.co\/5wp4mmnegt #debat2pilkadadki https:\/\/t.co\/tfgiwg0nm0",0,"pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!...  #debat2pilkadadki ",pilkada dki jakarta harap tidak pilih nomor  bahaya laten komunis  debatpilkadadki ,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis debatpilkadadki,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis debatpilkadadki,pilkada dki jakarta harap pilih nomor bahaya laten komunis debatpilkadadki,pilkada dki jakarta harap pilih nomor bahaya laten komunis debatpilkadadki
279,"rt @aniesbaswedan: ibu, terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran, karakter dan semangat untuk berju\u2026 ",1," ibu, terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran, karakter dan semangat untuk berju\u2026 ", ibu terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran karakter dan semangat untuk berjuu ,ibu terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran karakter dan semangat untuk berjuu,ibu terima kasih atas doa dan kumpul ajar yang telah bangun pikir karakter dan semangat untuk berjuu,terima kasih doa kumpul ajar bangun pikir karakter semangat berjuu,terima kasih doa kumpulan pelajaran membangun pemikiran karakter semangat berjuu
280,"rt @michusa2000: ahok, agus, atau anis? atau pilih si anu? andalah yang menentukan #ahokoke #debat2pilkadadki #ahok2djarot\u2026 ",1," ahok, agus, atau anis? atau pilih si anu? andalah yang menentukan #ahokoke #debat2pilkadadki #ahok2djarot\u2026 ", ahok agus atau anis atau pilih si anu andalah yang menentukan ahokoke debatpilkadadki ahokdjarotu ,ahok agus atau anis atau pilih sih anu andalah yang menentukan ahokoke debatpilkadadki ahokdjarotu,ahok agus atau anis atau pilih sih anu anda yang tentu ahokoke debatpilkadadki ahokdjarotu,ahok agus anis pilih sih anu ahokoke debatpilkadadki ahokdjarotu,ahok agus anis pilih sih anu menentukan ahokoke debatpilkadadki ahokdjarotu
281,"rt @ochibi19: pak anies. kita paham 2thn tdk ckup buat jkrta sempurna pasti ada kkurngan. yg kita lihat itu progress, jkt lebih baik.\n#deba\u2026",1," pak anies. kita paham 2thn tdk ckup buat jkrta sempurna pasti ada kkurngan. yg kita lihat itu progress, jkt lebih baik.\n#deba\u2026", pak anies kita paham thn tdk ckup buat jkrta sempurna pasti ada kkurngan yg kita lihat itu progress jkt lebih baikndebau,pak anies kita paham tahun tidak cukup buat jakarta sempurna pasti ada kkurngan yang kita lihat itu progress jakarta lebih baikndebau,pak anies kita paham tahun tidak cukup buat jakarta sempurna pasti ada kkurngan yang kita lihat itu progress jakarta lebih baikndebau,anies paham jakarta sempurna kkurngan lihat progress jakarta baikndebau,anies paham jakarta sempurna kkurngan lihat progress jakarta baikndebau
282,"rt @asep_edwan_dvs: \""@su_bedjo: #debat2pilkadadki pak anies nyerang paslon 2 pakek data, tapi ternyata datanya hoax \ufffd\ufffd\u270c https:\/\/t.co\/pvmhf8\u2026",0," \"" #debat2pilkadadki pak anies nyerang paslon 2 pakek data, tapi ternyata datanya hoax \ufffd\ufffd\u270c ",  debatpilkadadki pak anies nyerang paslon  pakek data tapi ternyata datanya hoax ufffdufffduc ,debatpilkadadki pak anies menyerang paslon pakai data tapi ternyata datanya hoax uffduffduc,debatpilkadadki pak anies serang paslon pakai data tapi nyata data hoax uffduffduc,debatpilkadadki anies serang paslon pakai data nyata data hoax uffduffduc,debatpilkadadki anies menyerang paslon pakai data datanya hoax uffduffduc
283,"rt @mommytsalisa: highlight tonite\n\nbu silvi : \""bla bla \ud83d\udca6\u2728\ud83d\udca5\""\npak anies : \""terus pertanyaannya apa?\nbu silvi : (dasar cowo gak peka)\n\n #deba\u2026",0," highlight tonite\n\nbu silvi : \""bla bla \ud83d\udca6\u2728\ud83d\udca5\""\npak anies : \""terus pertanyaannya apa?\nbu silvi : (dasar cowo gak peka)\n\n #deba\u2026", highlight tonitennbu silvi  bla bla uddudcauuddudcanpak anies  terus pertanyaannya apanbu silvi  dasar cowo gak pekann debau,highlight tonitennbu silvi bla bla uddudcauuddudcanpak anies terus pertanyaannya apanbu silvi dasar cowok tidak pekann debau,highlight tonitennbu silvi bla bla uddudcauuddudcanpak anies terus tanya apanbu silvi dasar cowok tidak pekann debau,highlight tonitennbu silvi bla bla uddudcauuddudcanpak anies apanbu silvi dasar cowok pekann debau,highlight tonitennbu silvi bla bla uddudcauuddudcanpak anies pertanyaannya apanbu silvi dasar cowok pekann debau
284,rt @savetodeclare: mau tipu public ya pak? @aniesbaswedan ckckck\nkatanya harus jadi teladan https:\/\/t.co\/k2ap6eyfjr,0, mau tipu public ya pak?  ckckck\nkatanya harus jadi teladan , mau tipu public ya pak  ckckcknkatanya harus jadi teladan ,mau tipu public ya pak ckckcknkatanya harus jadi teladan,mau tipu public ya pak ckckcknkatanya harus jadi teladan,tipu public ya ckckcknkatanya teladan,tipu public ya ckckcknkatanya teladan
285,kl menurut pak @zul_hasan paslon mana yg penuh retorika atau teori dan paslon mana yg pisi misinya kerja nyata utk\u2026 https:\/\/t.co\/l7hxma7le5,1,kl menurut pak  paslon mana yg penuh retorika atau teori dan paslon mana yg pisi misinya kerja nyata utk\u2026 ,kl menurut pak  paslon mana yg penuh retorika atau teori dan paslon mana yg pisi misinya kerja nyata utku ,kalau menurut pak paslon mana yang penuh retorika atau teori dan paslon mana yang pisi misinya kerja nyata utku,kalau turut pak paslon mana yang penuh retorika atau teori dan paslon mana yang pis misi kerja nyata utku,paslon penuh retorika teori paslon pis misi kerja nyata utku,paslon penuh retorika teori paslon pisi misinya kerja nyata utku
286,"rt @gitamontolalu: kami ingin melayani karena \""rakyat adalah boss kami\"" #ahokdjarot #basukidjarot #debat2pilkadadki pls rt\u2026 ",1," kami ingin melayani karena \""rakyat adalah boss kami\"" #ahokdjarot #basukidjarot #debat2pilkadadki pls rt\u2026 ", kami ingin melayani karena rakyat adalah boss kami ahokdjarot basukidjarot debatpilkadadki pls rtu ,kami ingin melayani karena rakyat adalah bos kami ahokdjarot basukidjarot debatpilkadadki pls rtu,kami ingin layan karena rakyat adalah bos kami ahokdjarot basukidjarot debatpilkadadki pls rtu,layan rakyat bos ahokdjarot basukidjarot debatpilkadadki pls rtu,melayani rakyat bos ahokdjarot basukidjarot debatpilkadadki pls rtu
287,"rt @aniesbaswedan: ibu, terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran, karakter dan semangat untuk berju\u2026 ",1," ibu, terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran, karakter dan semangat untuk berju\u2026 ", ibu terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran karakter dan semangat untuk berjuu ,ibu terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran karakter dan semangat untuk berjuu,ibu terima kasih atas doa dan kumpul ajar yang telah bangun pikir karakter dan semangat untuk berjuu,terima kasih doa kumpul ajar bangun pikir karakter semangat berjuu,terima kasih doa kumpulan pelajaran membangun pemikiran karakter semangat berjuu
288,rt @teddygusnaidi: 27. kalau gunakan fantasi agus maka agus bisa menuding bahwa sby tidak beres memimpin. 10 tahun masih banyak yang miskin\u2026,0, 27. kalau gunakan fantasi agus maka agus bisa menuding bahwa sby tidak beres memimpin. 10 tahun masih banyak yang miskin\u2026,  kalau gunakan fantasi agus maka agus bisa menuding bahwa sby tidak beres memimpin  tahun masih banyak yang miskinu,kalau gunakan fantasi agus maka agus bisa menuding bahwa surabaya tidak beres memimpin tahun masih banyak yang miskinu,kalau guna fantasi agus maka agus bisa tuding bahwa surabaya tidak beres pimpin tahun masih banyak yang miskinu,fantasi agus agus tuding surabaya beres pimpin miskinu,fantasi agus agus menuding surabaya beres memimpin miskinu
289,"rt @teddygusnaidi: 16. anies baswedan hanya mengurus satu urusan saja berantakan, bagaimana dia bisa berfantasi menyelesaikan banyak urusan\u2026",0," 16. anies baswedan hanya mengurus satu urusan saja berantakan, bagaimana dia bisa berfantasi menyelesaikan banyak urusan\u2026",  anies baswedan hanya mengurus satu urusan saja berantakan bagaimana dia bisa berfantasi menyelesaikan banyak urusanu,anies baswedan hanya mengurus satu urusan saja berantakan bagaimana dia bisa berfantasi menyelesaikan banyak urusanu,anies baswedan hanya urus satu urus saja beranta bagaimana dia bisa fantasi selesai banyak urusanu,anies baswedan urus urus beranta fantasi selesai urusanu,anies baswedan mengurus urusan berantakan berfantasi menyelesaikan urusanu
290,rt @hit_dx: di #debat2pilkadadki ini pak anies berbohong dan tidak pakai data,0, di #debat2pilkadadki ini pak anies berbohong dan tidak pakai data, di debatpilkadadki ini pak anies berbohong dan tidak pakai data,di debatpilkadadki ini pak anies berbohong dan tidak pakai data,di debatpilkadadki ini pak anies bohong dan tidak pakai data,debatpilkadadki anies bohong pakai data,debatpilkadadki anies berbohong pakai data
291,rt @rey231213: #debat2pilkadadki  tiap debat isinya  .\n kami akan  akan akan  akan akan  .akan .. pilih yg sudah,1, #debat2pilkadadki  tiap debat isinya  .\n kami akan  akan akan  akan akan  .akan .. pilih yg sudah, debatpilkadadki  tiap debat isinya  n kami akan  akan akan  akan akan  akan  pilih yg sudah,debatpilkadadki tiap debat isinya n kami akan akan akan akan akan akan pilih yang sudah,debatpilkadadki tiap debat isi n kami akan akan akan akan akan akan pilih yang sudah,debatpilkadadki debat isi n pilih,debatpilkadadki debat isinya n pilih
292,"ahok tetap naik jd gubernur,,\nsalam 2 jari.. #debat2pilkadadki",1,"ahok tetap naik jd gubernur,,\nsalam 2 jari.. #debat2pilkadadki",ahok tetap naik jd gubernurnsalam  jari debatpilkadadki,ahok tetap naik jadi gubernurnsalam jari debatpilkadadki,ahok tetap naik jadi gubernurnsalam jari debatpilkadadki,ahok gubernurnsalam jari debatpilkadadki,ahok gubernurnsalam jari debatpilkadadki
293,"rt @maulabm: #debat2pilkadadki kali ini pak anies nyebelin, dari yang lalu bicaranya kaya ulama', sekarang keliatan jadi politikus yang hau\u2026",0," #debat2pilkadadki kali ini pak anies nyebelin, dari yang lalu bicaranya kaya ulama', sekarang keliatan jadi politikus yang hau\u2026", debatpilkadadki kali ini pak anies nyebelin dari yang lalu bicaranya kaya ulama sekarang keliatan jadi politikus yang hauu,debatpilkadadki kali ini pak anies menyebalkan dari yang lalu bicaranya kayak ulama sekarang kelihatan jadi politikus yang hauu,debatpilkadadki kali ini pak anies sebal dari yang lalu bicara kayak ulama sekarang lihat jadi politikus yang hauu,debatpilkadadki kali anies sebal bicara kayak ulama lihat politikus hauu,debatpilkadadki kali anies menyebalkan bicaranya kayak ulama politikus hauu
294,"rt @teddygusnaidi: lah.. lu monolog sejam yg dihadiri orang2 lu sendiri, dipuja2, knp gak dijelaskan? ngeles aja emg gak bisa\u2026 ",0," lah.. lu monolog sejam yg dihadiri orang2 lu sendiri, dipuja2, knp gak dijelaskan? ngeles aja emg gak bisa\u2026 ", lah lu monolog sejam yg dihadiri orang lu sendiri dipuja knp gak dijelaskan ngeles aja emg gak bisau ,lah kamu monolog sejam yang dihadiri orang kamu sendiri dipuja kenapa tidak dijelaskan ngeles saja memang tidak bisau,lah kamu monolog jam yang hadir orang kamu sendiri puja kenapa tidak jelas ngeles saja memang tidak bisau,monolog jam hadir orang puja ngeles bisau,monolog sejam dihadiri orang dipuja ngeles bisau
